product_id,sku,product_name,category,subcategory,description,price,currency,stock_status,warranty_months,return_window_days,is_active,created_at,updated_at
PROD-046,SKU-ACC-0046,PowerLink 87 Cable,Accessories,Accessories,"USB-C charging cable, 128W fast charge",67.55,USD,in_stock,6,30,true,2024-07-26T00:00:00Z,2025-07-23T00:00:00Z
PROD-047,SKU-ACC-0047,PowerLink 36 Cable,Accessories,Accessories,"USB-C charging cable, 64W fast charge",81.88,USD,in_stock,6,30,true,2023-04-14T00:00:00Z,2025-09-08T00:00:00Z
PROD-048,SKU-ACC-0048,AcmeCase 99,Accessories,Accessories,Protective case compatible with multiple devices,127.33,USD,in_stock,6,30,true,2022-06-12T00:00:00Z,2023-10-16T00:00:00Z
PROD-049,SKU-ACC-0049,AcmeCase 11,Accessories,Accessories,Protective case compatible with multiple devices,49.02,USD,out_of_stock,6,30,true,2024-10-06T00:00:00Z,2024-10-11T00:00:00Z
PROD-050,SKU-ACC-0050,PowerLink 62 Cable,Accessories,Accessories,"USB-C charging cable, 128W fast charge",81.10,USD,in_stock,6,30,true,2024-12-26T00:00:00Z,2025-07-21T00:00:00Z
PROD-051,SKU-HOM-0051,AcmeBreeze 96,HomeAppliances,HomeAppliances,Smart air purifier with HEPA filter,450.36,USD,in_stock,24,30,true,2024-12-30T00:00:00Z,2025-05-04T00:00:00Z
PROD-052,SKU-HOM-0052,SmartHome 78,HomeAppliances,HomeAppliances,Connected home automation device,580.62,USD,out_of_stock,24,30,true,2024-12-08T00:00:00Z,2025-03-07T00:00:00Z
PROD-053,SKU-HOM-0053,AcmeBreeze 66,HomeAppliances,HomeAppliances,Smart air purifier with HEPA filter,574.29,USD,in_stock,24,30,true,2024-05-15T00:00:00Z,2024-11-05T00:00:00Z
PROD-054,SKU-HOM-0054,HomeCore 87 Plus,HomeAppliances,HomeAppliances,Energy-efficient home appliance,511.50,USD,in_stock,24,30,true,2022-08-30T00:00:00Z,2025-05-15T00:00:00Z
PROD-055,SKU-HOM-0055,HomeCore 1 Plus,HomeAppliances,HomeAppliances,Energy-efficient home appliance,407.21,USD,in_stock,24,30,true,2024-03-17T00:00:00Z,2025-01-23T00:00:00Z
PROD-056,SKU-HOM-0056,SmartHome 60,HomeAppliances,HomeAppliances,Connected home automation device,520.14,USD,in_stock,24,30,true,2022-04-28T00:00:00Z,2025-10-09T00:00:00Z
PROD-057,SKU-HOM-0057,HomeCore 46 Plus,HomeAppliances,HomeAppliances,Energy-efficient home appliance,81.68,USD,in_stock,24,30,true,2023-01-17T00:00:00Z,2023-02-04T00:00:00Z
PROD-058,SKU-HOM-0058,AcmeBreeze 26,HomeAppliances,HomeAppliances,Smart air purifier with HEPA filter,354.13,USD,in_stock,24,30,true,2022-11-11T00:00:00Z,2025-08-05T00:00:00Z
PROD-059,SKU-HOM-0059,AcmeBreeze 29,HomeAppliances,HomeAppliances,Smart air purifier with HEPA filter,284.59,USD,in_stock,24,30,true,2023-09-05T00:00:00Z,2024-03-09T00:00:00Z
PROD-060,SKU-HOM-0060,SmartHome 14,HomeAppliances,HomeAppliances,Connected home automation device,420.27,USD,in_stock,24,30,true,2024-06-18T00:00:00Z,2025-06-15T00:00:00Z
PROD-061,SKU-WEA-0061,ActivePulse 46,Wearables,Wearables,Sports wearable with GPS tracking,118.46,USD,in_stock,12,30,true,2023-01-24T00:00:00Z,2023-10-24T00:00:00Z
PROD-062,SKU-WEA-0062,SmartBand 5 Pro,Wearables,Wearables,Advanced smartwatch with health monitoring,282.17,USD,discontinued,12,30,false,2024-09-08T00:00:00Z,2025-01-22T00:00:00Z
PROD-063,SKU-WEA-0063,AcmeFit 71,Wearables,Wearables,Fitness tracker with heart rate monitor,328.94,USD,in_stock,12,30,true,2022-09-18T00:00:00Z,2024-12-14T00:00:00Z
PROD-064,SKU-WEA-0064,ActivePulse 17,Wearables,Wearables,Sports wearable with GPS tracking,384.19,USD,in_stock,12,30,true,2022-02-13T00:00:00Z,2024-01-18T00:00:00Z
PROD-065,SKU-WEA-0065,ActivePulse 7,Wearables,Wearables,Sports wearable with GPS tracking,339.44,USD,discontinued,12,30,false,2024-05-29T00:00:00Z,2024-06-06T00:00:00Z
PROD-066,SKU-WEA-0066,SmartBand 37 Pro,Wearables,Wearables,Advanced smartwatch with health monitoring,77.92,USD,in_stock,12,30,true,2024-05-28T00:00:00Z,2024-10-31T00:00:00Z
PROD-067,SKU-WEA-0067,ActivePulse 32,Wearables,Wearables,Sports wearable with GPS tracking,317.35,USD,discontinued,12,30,false,2023-06-24T00:00:00Z,2024-03-03T00:00:00Z
PROD-068,SKU-WEA-0068,ActivePulse 26,Wearables,Wearables,Sports wearable with GPS tracking,296.26,USD,in_stock,12,30,true,2022-07-31T00:00:00Z,2025-05-24T00:00:00Z
PROD-069,SKU-WEA-0069,ActivePulse 76,Wearables,Wearables,Sports wearable with GPS tracking,271.07,USD,in_stock,12,30,true,2023-04-15T00:00:00Z,2024-05-29T00:00:00Z
PROD-070,SKU-WEA-0070,AcmeFit 19,Wearables,Wearables,Fitness tracker with heart rate monitor,55.18,USD,in_stock,12,30,true,2023-02-13T00:00:00Z,2023-05-28T00:00:00Z
PROD-071,SKU-AUD-0071,AcmeBuds 90 Pro,Audio,Audio,True wireless earbuds with noise cancellation,489.66,USD,in_stock,12,30,true,2023-03-31T00:00:00Z,2024-08-02T00:00:00Z
PROD-072,SKU-AUD-0072,NovaSound BT83,Audio,Audio,"Bluetooth over-ear headphones, ANC",172.02,USD,in_stock,12,30,true,2023-07-06T00:00:00Z,2024-06-29T00:00:00Z
PROD-073,SKU-AUD-0073,SoundBar 41,Audio,Audio,"Home audio soundbar, 32W output",114.42,USD,in_stock,12,30,true,2022-01-02T00:00:00Z,2023-10-22T00:00:00Z
PROD-074,SKU-AUD-0074,NovaSound BT36,Audio,Audio,"Bluetooth over-ear headphones, ANC",76.36,USD,in_stock,12,30,true,2023-01-14T00:00:00Z,2025-10-16T00:00:00Z
PROD-075,SKU-AUD-0075,AcmeBuds 15 Pro,Audio,Audio,True wireless earbuds with noise cancellation,343.41,USD,in_stock,12,30,true,2022-09-24T00:00:00Z,2024-10-03T00:00:00Z
PROD-076,SKU-AUD-0076,SoundBar 31,Audio,Audio,"Home audio soundbar, 256W output",158.70,USD,in_stock,12,30,true,2024-02-26T00:00:00Z,2024-06-13T00:00:00Z
PROD-077,SKU-AUD-0077,NovaSound BT6,Audio,Audio,"Bluetooth over-ear headphones, ANC",484.12,USD,in_stock,12,30,true,2023-01-26T00:00:00Z,2025-07-26T00:00:00Z
PROD-078,SKU-AUD-0078,NovaSound BT39,Audio,Audio,"Bluetooth over-ear headphones, ANC",251.87,USD,in_stock,12,30,true,2023-02-18T00:00:00Z,2023-12-29T00:00:00Z
PROD-079,SKU-AUD-0079,NovaSound BT54,Audio,Audio,"Bluetooth over-ear headphones, ANC",363.45,USD,out_of_stock,12,30,true,2023-12-13T00:00:00Z,2025-03-16T00:00:00Z
PROD-080,SKU-AUD-0080,SoundBar 56,Audio,Audio,"Home audio soundbar, 128W output",255.93,USD,out_of_stock,12,30,true,2024-12-08T00:00:00Z,2025-08-22T00:00:00Z
PROD-081,SKU-NET-0081,AcmeRouter 90,Networking,Networking,"WiFi 6 router, 8 sq ft coverage",150.38,USD,in_stock,12,30,true,2022-05-05T00:00:00Z,2023-05-29T00:00:00Z
PROD-082,SKU-NET-0082,LinkPro 64,Networking,Networking,Gigabit network switch with 256 ports,235.36,USD,discontinued,12,30,false,2024-11-17T00:00:00Z,2025-02-09T00:00:00Z
PROD-083,SKU-NET-0083,NetBoost 72 Pro,Networking,Networking,Mesh networking node,189.30,USD,in_stock,12,30,true,2023-07-11T00:00:00Z,2023-07-14T00:00:00Z
PROD-084,SKU-NET-0084,AcmeRouter 76,Networking,Networking,"WiFi 6 router, 64 sq ft coverage",52.10,USD,in_stock,12,30,true,2024-11-16T00:00:00Z,2025-11-13T00:00:00Z
PROD-085,SKU-NET-0085,LinkPro 39,Networking,Networking,Gigabit network switch with 64 ports,152.73,USD,in_stock,12,30,true,2023-07-04T00:00:00Z,2023-12-26T00:00:00Z
PROD-086,SKU-NET-0086,AcmeRouter 38,Networking,Networking,"WiFi 6 router, 4 sq ft coverage",272.87,USD,out_of_stock,12,30,true,2023-07-23T00:00:00Z,2024-04-24T00:00:00Z
PROD-087,SKU-NET-0087,AcmeRouter 27,Networking,Networking,"WiFi 6 router, 128 sq ft coverage",89.66,USD,in_stock,12,30,true,2023-12-13T00:00:00Z,2024-12-24T00:00:00Z
PROD-088,SKU-NET-0088,NetBoost 93 Pro,Networking,Networking,Mesh networking node,191.92,USD,in_stock,12,30,true,2023-08-27T00:00:00Z,2023-10-24T00:00:00Z
PROD-089,SKU-NET-0089,LinkPro 46,Networking,Networking,Gigabit network switch with 256 ports,304.67,USD,in_stock,12,30,true,2023-07-27T00:00:00Z,2023-08-12T00:00:00Z
PROD-090,SKU-NET-0090,LinkPro 93,Networking,Networking,Gigabit network switch with 128 ports,289.84,USD,out_of_stock,12,30,true,2023-06-12T00:00:00Z,2025-03-22T00:00:00Z
PROD-091,SKU-GAM-0091,ControlPad 57,Gaming,Gaming,Mechanical gaming keyboard,84.12,USD,in_stock,12,30,true,2023-02-22T00:00:00Z,2025-05-11T00:00:00Z
PROD-092,SKU-GAM-0092,AcmePlay 94,Gaming,Gaming,Gaming controller with haptic feedback,102.76,USD,out_of_stock,12,30,true,2022-10-31T00:00:00Z,2023-05-10T00:00:00Z
PROD-093,SKU-GAM-0093,GameEdge 24 Pro,Gaming,Gaming,Gaming headset with surround sound,61.11,USD,out_of_stock,12,30,true,2024-10-01T00:00:00Z,2025-01-01T00:00:00Z
PROD-094,SKU-GAM-0094,ControlPad 40,Gaming,Gaming,Mechanical gaming keyboard,179.49,USD,in_stock,12,30,true,2024-03-18T00:00:00Z,2024-09-26T00:00:00Z
PROD-095,SKU-GAM-0095,AcmePlay 55,Gaming,Gaming,Gaming controller with haptic feedback,106.35,USD,in_stock,12,30,true,2024-04-04T00:00:00Z,2025-09-25T00:00:00Z
PROD-096,SKU-GAM-0096,AcmePlay 78,Gaming,Gaming,Gaming controller with haptic feedback,93.24,USD,in_stock,12,30,true,2022-02-12T00:00:00Z,2022-03-11T00:00:00Z
PROD-097,SKU-GAM-0097,ControlPad 32,Gaming,Gaming,Mechanical gaming keyboard,43.21,USD,out_of_stock,12,30,true,2022-10-20T00:00:00Z,2022-11-16T00:00:00Z
PROD-098,SKU-GAM-0098,AcmePlay 70,Gaming,Gaming,Gaming controller with haptic feedback,168.10,USD,in_stock,12,30,true,2022-06-24T00:00:00Z,2025-03-03T00:00:00Z
PROD-099,SKU-GAM-0099,ControlPad 40,Gaming,Gaming,Mechanical gaming keyboard,110.41,USD,in_stock,12,30,true,2023-05-15T00:00:00Z,2025-04-22T00:00:00Z
PROD-100,SKU-GAM-0100,GameEdge 3 Pro,Gaming,Gaming,Gaming headset with surround sound,46.48,USD,in_stock,12,30,true,2023-08-31T00:00:00Z,2024-10-29T00:00:00Z
